idrebap,barrio_nombre,provincia_id,provincia_nombre,departamento_nombre,localidad_nombre,geojson
2563,Lujan 2364,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.377308923322488,-34.656234248354913],[-58.377842654967544,-34.656374244032392],[-58.377746712032362,-34.656734782547765],[-58.377453999999943,-34.65666699999997],[-58.377453999999943,-34.656552999999974],[-58.377286699999956,-34.656504690999952],[-58.377166072706494,-34.656593023259312],[-58.377131825022211,-34.656568185739559],[-58.37700959994153,-34.656613749413452],[-58.376991538290078,-34.656544325450454],[-58.376904525565912,-34.65649342673661],[-58.37704994325123,-34.656391196216205],[-58.377066098614733,-34.656420478360246],[-58.377258537661518,-34.6563187681168],[-58.377308923322488,-34.656234248354913]]]]}"
2564,Lamadrid,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.354386999999974,-34.634574999999984],[-58.353942894481868,-34.635291621629861],[-58.353838489448513,-34.635311196470248],[-58.353396836999934,-34.635092172999975],[-58.353304240999933,-34.63442762699998],[-58.353259297999955,-34.634157698999957],[-58.353773947593339,-34.634326041303275],[-58.354386999999974,-34.634574999999984]]]]}"
2565,Agustín De Vedia,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.4219822156407,-34.656206974476738],[-58.421755964567488,-34.656003210265276],[-58.422067327758015,-34.655760035816066],[-58.422024760389526,-34.6557218681579],[-58.422075037941,-34.655681147597868],[-58.422483870791709,-34.65584251590893],[-58.4219822156407,-34.656206974476738]]]]}"
2566,Agustin Magaldi,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.391163029473304,-34.660252155862381],[-58.391312779847567,-34.6602685700691],[-58.3914542568948,-34.660269053502688],[-58.391384467314111,-34.661177556523306],[-58.391078581480194,-34.661097694949447],[-58.391163029473304,-34.660252155862381]]]]}"
2567,Dos De Abril,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.401031999999987,-34.656156999999951],[-58.400664999999947,-34.657492999999931],[-58.400032999999951,-34.65745099999998],[-58.399339999999938,-34.657393999999954],[-58.399122428439334,-34.657374467458659],[-58.399323296643892,-34.656410088268395],[-58.401031999999987,-34.656156999999951]]]]}"
2568,Pedro De Mendoza,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.353890864296623,-34.635329215066669],[-58.353886664451458,-34.635335882999982],[-58.354602175999958,-34.635651103999976],[-58.354274940822684,-34.636176666080289],[-58.354210366999951,-34.636174134999976],[-58.353912724999986,-34.635778351999932],[-58.353388999999936,-34.635307999999952],[-58.353392281093704,-34.635198381176544],[-58.353890864296623,-34.635329215066669]]]]}"
2569,Loma Alegre,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.403574999999933,-34.653230999999948],[-58.403206999999952,-34.65444199999996],[-58.399973875545811,-34.654381606986838],[-58.400073716157152,-34.653874781659361],[-58.400189735807842,-34.653564159388594],[-58.40023559170303,-34.653277482532722],[-58.400390723057306,-34.652508797377145],[-58.4005165288592,-34.652520674281568],[-58.401175351539891,-34.652421317170891],[-58.40153067552879,-34.652350579999165],[-58.401754319306349,-34.652310898728956],[-58.402322213973747,-34.65222539301304],[-58.402322999999967,-34.652335999999934],[-58.402328661571993,-34.652476213973756],[-58.402332482532714,-34.65261530349342],[-58.402333116812216,-34.652703151746692],[-58.402340544759809,-34.652836848253244],[-58.402387213973761,-34.652912606986852],[-58.402443999999946,-34.652894999999944],[-58.402618999999959,-34.652947999999981],[-58.402894999999944,-34.653032999999937],[-58.403574999999933,-34.653230999999948]]]]}"
2570,Villa 21-24 (original),02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.399578924146944,-34.656309739608659],[-58.400008924146938,-34.654392739608667],[-58.401668199956127,-34.654435172168071],[-58.40146814822824,-34.655143208942718],[-58.400628048250141,-34.654986167276839],[-58.400363048250142,-34.655848828164956],[-58.40108522755898,-34.655989135596961],[-58.401191351662121,-34.656107520790684],[-58.399628820691106,-34.656340781151528],[-58.399578924146944,-34.656309739608659]]],[[[-58.394615999999985,-34.661101999999971],[-58.394712999999967,-34.659806999999944],[-58.395066999999983,-34.655977999999948],[-58.395403999999985,-34.651505999999983],[-58.397441999999955,-34.651431999999943],[-58.399268938450426,-34.650964904912883],[-58.398723120717491,-34.652590043942034],[-58.398605575379428,-34.652943113641413],[-58.398396921534044,-34.65359604127012],[-58.39858946455346,-34.653657834201468],[-58.398485298856684,-34.653976386216158],[-58.398600385221592,-34.654013827545008],[-58.398557951533441,-34.654135486800349],[-58.398508634799363,-34.654264309975559],[-58.398455410732545,-34.654489781987721],[-58.398509059779329,-34.654525655727113],[-58.398654697392509,-34.6548065130055],[-58.398780370805042,-34.655325605554609],[-58.39894553241038,-34.655815989316409],[-58.398982847874905,-34.655978681073108],[-58.399069576594094,-34.656399660384544],[-58.399256813044616,-34.65648547151379],[-58.398918844816215,-34.658334643956429],[-58.39871816724623,-34.658186472747254],[-58.398531486198529,-34.658193602890819],[-58.398203203433887,-34.6582449043091],[-58.397921446533196,-34.658250448800231],[-58.397673881003847,-34.65827592820996],[-58.397508956856818,-34.658414130138247],[-58.3973850965003,-34.658550821893989],[-58.397123805150841,-34.658597164306606],[-58.396928713757553,-34.658701017010124],[-58.396650318952254,-34.658780879872452],[-58.396481203433865,-34.658815910896983],[-58.396368932731725,-34.658941205056124],[-58.396212841338432,-34.659010178297173],[-58.39616084133845,-34.659071178297189],[-58.396019881003809,-34.659214212008045],[-58.3959325861766,-34.65924958551372],[-58.395871586176639,-34.659397585513744],[-58.39573293273174,-34.659609260215433],[-58.3958155861766,-34.659886552351736],[-58.395955306889711,-34.660224292399171],[-58.396207243099255,-34.660424487673936],[-58.396619075852946,-34.660601813001669],[-58.397560299934177,-34.660942804890077],[-58.397761999999943,-34.661172999999962],[-58.397729999999967,-34.66145599999993],[-58.39743999999996,-34.661772999999982],[-58.397028999999975,-34.661902999999938],[-58.396670999999969,-34.661856999999941],[-58.396268999999961,-34.661811999999941],[-58.395902999999976,-34.66183099999995],[-58.395622203433859,-34.661887275870605],[-58.395158999999978,-34.662013999999942],[-58.394884474135985,-34.662114975326162],[-58.394597474135971,-34.662163300423813],[-58.394444999999962,-34.662152999999932],[-58.394460000880791,-34.661283523779773],[-58.394471975874865,-34.661106260135064],[-58.394615999999985,-34.661101999999971]]]]}"
2571,San Blas,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.402171357537021,-34.657543804515186],[-58.401325406867784,-34.659474780851014],[-58.400831741360385,-34.660432650399713],[-58.400518910235952,-34.660646487831748],[-58.4001107920374,-34.660779353766955],[-58.39946966508829,-34.660883053033267],[-58.399183909999977,-34.66072663999995],[-58.399142063955445,-34.660267972053859],[-58.399318169955471,-34.659786961053882],[-58.399550621146986,-34.6588707857796],[-58.399228999999934,-34.658521999999948],[-58.3989447308162,-34.658344374735535],[-58.399123524999936,-34.657396844999937],[-58.40070068645641,-34.657525740156615],[-58.4007579737051,-34.65740472867612],[-58.402171357537021,-34.657543804515186]]]]}"
2572,Manzana 8,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.39587257447603,-34.648476539197013],[-58.395794796228742,-34.648610019700953],[-58.395704899702139,-34.648621774807019],[-58.395661833371022,-34.648631219763978],[-58.395503498021952,-34.648571689040594],[-58.395109304362222,-34.648542131326479],[-58.392329750035572,-34.648383171230982],[-58.392435999999975,-34.647268999999937],[-58.391979999999933,-34.64708799999994],[-58.391540999999961,-34.647067999999933],[-58.391531999999984,-34.646977999999933],[-58.391681999999946,-34.646996999999942],[-58.391700999999955,-34.646951999999942],[-58.391410999999948,-34.646842999999933],[-58.391512958329209,-34.64666986871908],[-58.391604319390474,-34.646684512760174],[-58.391642239426979,-34.646594188462274],[-58.392430999999931,-34.646933999999931],[-58.393378999999982,-34.647331999999949],[-58.394219999999962,-34.647676999999931],[-58.395040999999935,-34.648037999999929],[-58.395588312512231,-34.648249297115548],[-58.395556539081028,-34.648343728837084],[-58.39587257447603,-34.648476539197013]]]]}"
2573,La Marmolera,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.396008890512881,-34.65004270763805],[-58.395561356021993,-34.649992533689115],[-58.395650619177466,-34.649126753323863],[-58.395662456627662,-34.648691254645414],[-58.395672108520216,-34.648671278285121],[-58.395706595091021,-34.648624901518637],[-58.395752650624182,-34.6486302350513],[-58.395799056700589,-34.648621165738014],[-58.395882285324923,-34.64847212069099],[-58.397208698160341,-34.649018580162519],[-58.397419781854,-34.649101229243549],[-58.397352999999953,-34.649235999999974],[-58.397264999999948,-34.64931699999994],[-58.397219534651406,-34.649381209461005],[-58.397204430667557,-34.649423320342436],[-58.397192343280018,-34.649458834801635],[-58.397187959696168,-34.64947200277976],[-58.397179233154553,-34.649477608672441],[-58.397150999999951,-34.64953799999995],[-58.3971044217697,-34.649734339834339],[-58.3971051852236,-34.649756619846755],[-58.397102514642491,-34.649763809814552],[-58.397091583942277,-34.649800464622359],[-58.39708810968979,-34.649809945426028],[-58.397101583942309,-34.649817872428905],[-58.397198744100422,-34.64985817510361],[-58.397179701695016,-34.649898558712984],[-58.397162469381463,-34.65000340418095],[-58.397121572837321,-34.650057173180961],[-58.396986951314233,-34.650054004381012],[-58.396624999999972,-34.650044999999977],[-58.39634260171691,-34.650057294235964],[-58.396008890512881,-34.65004270763805]]]]}"
2574,La Canchita,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.396639115518354,-34.6514085638393],[-58.395429999999976,-34.651451999999949],[-58.395464999999945,-34.650638999999956],[-58.395494999999983,-34.650328999999942],[-58.395521243099246,-34.650045370585673],[-58.39552153062116,-34.650045882408619],[-58.395646300858459,-34.650043163878358],[-58.3963448025973,-34.650075011179887],[-58.396546352586334,-34.6500762290649],[-58.396630653444859,-34.650144076359609],[-58.396641976272932,-34.650542025854072],[-58.396666717375304,-34.650571310245276],[-58.396696168179822,-34.650635645658504],[-58.396717597935947,-34.650685385425007],[-58.396718887374071,-34.65072709130569],[-58.396713586738237,-34.650882280884566],[-58.396706914097507,-34.650960392103222],[-58.396639115518354,-34.6514085638393]]]]}"
2575,Tierra Amarilla,02,Ciudad Autonoma De Buenos Aires,Comuna 4,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.400522793088321,-34.6510158246052],[-58.400009231036691,-34.65097308528064],[-58.399633206911645,-34.650949649268767],[-58.399342872419034,-34.650915736962489],[-58.39912099999998,-34.650940694301553],[-58.398850844816209,-34.650989433623543],[-58.398240179308786,-34.65116808519921],[-58.397829179308786,-34.651290909669676],[-58.397363386220476,-34.651385954785987],[-58.397383565529267,-34.650770215736671],[-58.396891844816217,-34.650754737042924],[-58.396827255161789,-34.65137526066345],[-58.396664566806059,-34.651377603378926],[-58.396720566806032,-34.650873603378948],[-58.396728572837318,-34.650724422462147],[-58.396708360219769,-34.650637133521855],[-58.396663474135991,-34.650554798877572],[-58.396641742940737,-34.650497271524635],[-58.396641939895034,-34.6504246150044],[-58.396648981631444,-34.650304318019018],[-58.396648012062514,-34.650172934824795],[-58.396633999999949,-34.650089999999977],[-58.396626999999967,-34.65004799999997],[-58.396980315324775,-34.650058531381568],[-58.397063201518741,-34.650058311914442],[-58.397124393528486,-34.650059102416151],[-58.397168342975874,-34.65001021726183],[-58.397186452564419,-34.649899804464184],[-58.397207037464334,-34.649856880799867],[-58.397122665188185,-34.64982093900273],[-58.397103000202691,-34.6498151381773],[-58.3970906993442,-34.649808747098795],[-58.397095531895161,-34.649797599163655],[-58.3971039713231,-34.649765740453908],[-58.397107693429433,-34.649754374365315],[-58.397154109806245,-34.649565705843912],[-58.397186233245264,-34.64948340155189],[-58.397209176033755,-34.649427545007541],[-58.397226264697352,-34.649381445327656],[-58.39726799999994,-34.649318999999934],[-58.397318999999982,-34.649271999999939],[-58.397348999999963,-34.649250999999936],[-58.397430999999983,-34.649138999999934],[-58.397524155183689,-34.649166305096976],[-58.397600231036684,-34.649024654505283],[-58.398134231036714,-34.64931191404569],[-58.398731848293956,-34.649562917422635],[-58.398845999999935,-34.649593999999979],[-58.398931489676265,-34.649498526210984],[-58.3989924379484,-34.649329956961971],[-58.399177443186055,-34.64892298681238],[-58.399271868941312,-34.648815480821504],[-58.39927728276465,-34.648388739207853],[-58.399321999999984,-34.648203999999964],[-58.399392999999975,-34.64785999999998],[-58.399528999999973,-34.647571999999968],[-58.399760999999955,-34.647327999999959],[-58.400061999999934,-34.647142999999971],[-58.399823406867753,-34.6480938688929],[-58.399361996522217,-34.649663739274153],[-58.399401972397143,-34.650070999999969],[-58.399580613779449,-34.650394348278986],[-58.400233972397153,-34.650763784309952],[-58.400505382742729,-34.650916390993935],[-58.400522793088321,-34.6510158246052]]]]}"
2576,Villa 13 Bis,02,Ciudad Autonoma De Buenos Aires,Comuna 7,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.445299839773838,-34.643636567290294],[-58.445050772332522,-34.643831827744712],[-58.444968661395265,-34.643895721469178],[-58.444779338999979,-34.643889527999931],[-58.443975170999977,-34.643503437999982],[-58.443691377999983,-34.643423599999949],[-58.443545156217496,-34.64321971577386],[-58.44421172480272,-34.642726100901356],[-58.445299839773838,-34.643636567290294]]]]}"
2577,Villa 1-11-14,02,Ciudad Autonoma De Buenos Aires,Comuna 7,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.431204999999977,-34.650057999999945],[-58.431773999999962,-34.649572999999975],[-58.431867999999952,-34.649493999999947],[-58.431897999999933,-34.649520999999936],[-58.431970999999976,-34.649456999999984],[-58.432029999999941,-34.649396999999965],[-58.431972999999971,-34.649340999999936],[-58.432290999999964,-34.649060999999961],[-58.432381999999961,-34.649015999999961],[-58.432426999999961,-34.649082999999962],[-58.432478256751558,-34.649004540905807],[-58.433423999999945,-34.648255999999947],[-58.434843999999941,-34.64945599999993],[-58.435538352217137,-34.648901593735211],[-58.435654184820045,-34.649016650237805],[-58.435894827999959,-34.649254056999951],[-58.435559743262374,-34.649247244332336],[-58.435562733140159,-34.649326304173961],[-58.43563274283057,-34.649339815633816],[-58.435642032221672,-34.649375653373575],[-58.435663899003792,-34.6494429200342],[-58.435671999999954,-34.649477999999931],[-58.435783299523521,-34.649523907113796],[-58.435785489871336,-34.649704727103256],[-58.435871810089168,-34.649708979999957],[-58.435873393105261,-34.649870479969387],[-58.435810746913326,-34.649867387999961],[-58.435814033913353,-34.649918507642134],[-58.435817028611439,-34.650027960663373],[-58.437737025829257,-34.650066868497355],[-58.437740694177087,-34.650151674562963],[-58.438091067042016,-34.650168027037118],[-58.438419233347716,-34.650173106885362],[-58.438875566392333,-34.650208466839629],[-58.438834999999983,-34.650148999999942],[-58.438775000433054,-34.650110786313256],[-58.436416000433042,-34.648156786313244],[-58.437403356999937,-34.647344811999972],[-58.437962813261116,-34.6468942062939],[-58.438680732850948,-34.647185301355265],[-58.438455392501872,-34.6477383039289],[-58.437507660912054,-34.647292572867542],[-58.437451895653489,-34.647344054051977],[-58.439632518614019,-34.6483468329676],[-58.438147850740087,-34.649473670003111],[-58.438962879036424,-34.650119038338424],[-58.443380481215243,-34.646534238294649],[-58.443942799220387,-34.647026524670743],[-58.444178449915896,-34.647252602790147],[-58.444443800960514,-34.647482585078905],[-58.44492028024807,-34.647156276588575],[-58.4447441560853,-34.647000991764195],[-58.445184193762877,-34.646683891599189],[-58.44530568100123,-34.646635918910512],[-58.44598351483188,-34.647225804224192],[-58.445314165006366,-34.647754746470468],[-58.446956097964339,-34.649167505679344],[-58.446331932308262,-34.649672654220922],[-58.445371783914617,-34.65043052254719],[-58.4445531032178,-34.650982102506532],[-58.443445099263663,-34.650709998097817],[-58.44303709926367,-34.650769998097836],[-58.44268213061919,-34.650769599196714],[-58.441554565959244,-34.650869597106876],[-58.440429500216538,-34.65081378397641],[-58.43134940268525,-34.650357918743275],[-58.431112508388466,-34.650138050999942],[-58.431204999999977,-34.650057999999945]]]]}"
2578,Barrio Obrero,02,Ciudad Autonoma De Buenos Aires,Comuna 8,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.487080304999949,-34.680193654999982],[-58.487280007999971,-34.68017952699995],[-58.487427595999975,-34.681008575999954],[-58.487792911999975,-34.681027583999935],[-58.487736007999956,-34.681410640999957],[-58.487672397999972,-34.681674728999951],[-58.487716853999984,-34.681849127999953],[-58.487528741999938,-34.681919766999954],[-58.487539757064873,-34.681953522675862],[-58.48751819463677,-34.682060521757677],[-58.487474585983314,-34.682079459399446],[-58.487422368999944,-34.682036547999928],[-58.487111721999952,-34.681352570999934],[-58.487066999999968,-34.681068999999979],[-58.487055999999939,-34.680429999999944],[-58.487080304999949,-34.680193654999982]]]]}"
2579,Barrio Inta,02,Ciudad Autonoma De Buenos Aires,Comuna 8,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.489296483005731,-34.683345519071352],[-58.489030483005777,-34.683584519071374],[-58.488686088674484,-34.683870528149733],[-58.488009264141894,-34.684335807852669],[-58.487545611313529,-34.684655176091596],[-58.486853958485106,-34.6848558827809],[-58.486219611313516,-34.684910514542],[-58.485855909443835,-34.684968393087878],[-58.48551990944383,-34.684988393087828],[-58.485171471716114,-34.684950782301435],[-58.484895471716129,-34.684901782301445],[-58.484649381160004,-34.684838903754518],[-58.484293381159993,-34.684577903754551],[-58.484967950958705,-34.684103050767185],[-58.484065769846431,-34.683393292689786],[-58.484673860402552,-34.682953948792147],[-58.485230339645184,-34.682538362571314],[-58.485419124544514,-34.68244612081849],[-58.485502575529672,-34.682394713400328],[-58.485685970715558,-34.68241419266095],[-58.487582924496714,-34.682895958741881],[-58.489296483005731,-34.683345519071352]]]]}"
2580,Calacita,02,Ciudad Autonoma De Buenos Aires,Comuna 8,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.451664999999934,-34.663647999999966],[-58.450983616999963,-34.662997766999979],[-58.452450505999934,-34.661805287999982],[-58.453156999999976,-34.662394999999947],[-58.451664999999934,-34.663647999999966]]]]}"
2581,Los Piletones,02,Ciudad Autonoma De Buenos Aires,Comuna 8,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.455680055383851,-34.661545676922579],[-58.455600783740174,-34.661905205639648],[-58.455419113540081,-34.662223155439463],[-58.455072455999982,-34.662405908119396],[-58.4548349039096,-34.662242436094559],[-58.45472300517558,-34.662169163641337],[-58.454587405175616,-34.662131241641347],[-58.454565202196939,-34.662485457103408],[-58.454760424840579,-34.662876189577652],[-58.454954720784784,-34.663125014553955],[-58.455227677819252,-34.663332248304691],[-58.455502718377623,-34.663457073230973],[-58.455856773257786,-34.663520427298295],[-58.4563341837766,-34.66355501492653],[-58.456622710221446,-34.663634473812742],[-58.456451512853,-34.663992385801841],[-58.455249742720817,-34.663503078015708],[-58.454880369952235,-34.663900503725394],[-58.455486630776633,-34.664270615123257],[-58.455767214997678,-34.664517902234259],[-58.455429275085272,-34.664891804769987],[-58.455073791231456,-34.665128734494971],[-58.454158534600985,-34.664523058042647],[-58.4540834472233,-34.664442488655716],[-58.454113106502469,-34.66434479814523],[-58.453950140811116,-34.664244349987378],[-58.453277718377635,-34.663864054555454],[-58.45311529594408,-34.663783996230606],[-58.452855140811096,-34.6636341752115],[-58.452575577566478,-34.663395941754786],[-58.452425673200409,-34.663281300212461],[-58.452725448767687,-34.663032779764585],[-58.453595554400486,-34.66232942679531],[-58.454170603900693,-34.661881179294355],[-58.45477128604302,-34.661439258362684],[-58.455179610729793,-34.661140402541704],[-58.455320279042638,-34.661252846355673],[-58.455453214624825,-34.66111426543155],[-58.455765181348717,-34.661355990606985],[-58.455680055383851,-34.661545676922579]]]]}"
2582,La Esperanza,02,Ciudad Autonoma De Buenos Aires,Comuna 8,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.45539152819947,-34.660929247744384],[-58.456723506443417,-34.659849135006681],[-58.457256136877369,-34.660317161683828],[-58.456969469342368,-34.660631489207489],[-58.45665797540277,-34.660832839269169],[-58.4562121038222,-34.661093286269839],[-58.45579595165249,-34.661353899394875],[-58.455383660158439,-34.661036744718515],[-58.45539152819947,-34.660929247744384]]]]}"
2583,Villa 15,02,Ciudad Autonoma De Buenos Aires,Comuna 8,,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.48830925024275,-34.6734743699937],[-58.487991616916815,-34.673194053106776],[-58.487919543272405,-34.673130446872861],[-58.48759199999995,-34.672842999999943],[-58.487531510408587,-34.672791405087317],[-58.487500105321253,-34.672805967343137],[-58.487453116786575,-34.672806975679208],[-58.487440014832089,-34.672800093481655],[-58.487173576634689,-34.672602346182273],[-58.48619090026699,-34.671726783435972],[-58.487372866098866,-34.670784921800653],[-58.488509732197713,-34.671788089060868],[-58.489274743587124,-34.671109968080955],[-58.489355877488222,-34.670819999999935],[-58.489519279191583,-34.669981365034843],[-58.488831119639087,-34.669435249125073],[-58.490115999999944,-34.668465999999967],[-58.49018499999994,-34.668390999999929],[-58.49003399999998,-34.668255999999928],[-58.490303999999981,-34.668042999999955],[-58.490341999999941,-34.668059999999969],[-58.490368999999987,-34.668054999999981],[-58.490455999999938,-34.667980999999941],[-58.490569999999934,-34.667868999999939],[-58.490790999999945,-34.66766199999995],[-58.490855999999951,-34.667611999999963],[-58.491033999999956,-34.667450999999971],[-58.491130999999939,-34.667363999999964],[-58.491264999999942,-34.667425999999978],[-58.491370999999958,-34.667309999999929],[-58.491289999999935,-34.667219999999929],[-58.491964999999936,-34.66661199999993],[-58.492219999999975,-34.666812999999934],[-58.492491854709442,-34.666634316098644],[-58.493910949436241,-34.6682024113249],[-58.493608453999968,-34.668461771999944],[-58.493555946999948,-34.668429925999931],[-58.493053655999972,-34.668876611999963],[-58.492966457999955,-34.668843698999979],[-58.492636209793204,-34.669151152803408],[-58.492593807658068,-34.669186025814383],[-58.492514072866129,-34.669264461985279],[-58.492335911396616,-34.669448263005435],[-58.492650061999939,-34.669662561999928],[-58.492351375615442,-34.670018471575133],[-58.49202473105646,-34.67052772167699],[-58.492382758999952,-34.670761955999978],[-58.492546943086893,-34.670869107023634],[-58.492585114680935,-34.67092112388935],[-58.493280078999987,-34.670579769999961],[-58.493768238999962,-34.670348152999964],[-58.493983999999955,-34.670497999999952],[-58.494183999999962,-34.670779999999979],[-58.494459999999947,-34.671191999999962],[-58.494456999999954,-34.671213999999964],[-58.493270367236505,-34.672595371155069],[-58.492429407054743,-34.673491055687784],[-58.4912110566798,-34.6746057579982],[-58.489538951569749,-34.673531227463144],[-58.489413945875128,-34.673623994554646],[-58.489691752154414,-34.673824705972358],[-58.4891508062793,-34.674543711417677],[-58.4890228176687,-34.674564659562783],[-58.488826743587111,-34.67444846386779],[-58.488510084422785,-34.674270280751095],[-58.488408999999933,-34.674129999999934],[-58.488437999999974,-34.673897999999951],[-58.488364635811195,-34.673875920443187],[-58.488429668856853,-34.673673405257155],[-58.488427999999942,-34.673651999999947],[-58.488421682342469,-34.673604949419627],[-58.488433860097381,-34.6735864436733],[-58.48830925024275,-34.6734743699937]]]]}"
